tic_id,gaia_source_id,label
198161914,,TOI-5663
198185513,,TOI-6907
219089784,,TOI-7249
219866209,,TOI-4062
230086768,,TOI-1635
230129753,,TOI-4459
237097499,,TOI-5601
237101326,,TOI-4051
272785423,,TOI-3960
441738827,,TOI-2084
441763252,,TOI-4468
459982699,,TOI-6387
