tic_id,gaia_source_id,label
229508727,,TOI-4060
230013442,,TOI-6959
230388132,,TOI-4057
233719215,,TOI-4054
236775063,,TOI-4052
236785891,,TOI-5956
243333538,,TOI-4453
259168516,,TOI-1680
259274960,,TOI-4049
264301607,,TOI-5278
266488971,,TOI-7110
267810289,,TOI-5201
298666530,,TOI-1729
352301423,,TOI-7334
359629653,,TOI-6397
389968080,,TOI-4031
390021939,,TOI-4030
421336001,,TOI-3931
