tic_id,gaia_source_id,label
198358065,,TOI-7281
219809549,,TOI-7026
224601047,,TOI-4061
232628532,,TOI-5652
233053554,,TOI-4055
233070717,,TOI-5607
307956396,,TOI-4044
320503729,,TOI-3953
1271152446,,TOI-4022
