tic_id,gaia_source_id,label
219108677,,TOI-6958
229581160,,TOI-4452
229605891,,TOI-4059
229639351,,TOI-4058
235684392,,TOI-4053
235684964,,TOI-5666
237205154,,TOI-4437
237221436,,TOI-3970
259172249,,TOI-5218
259233660,,TOI-6000
288471046,,TOI-6910
366580825,,TOI-4038
420174131,,TOI-5623
441730540,,TOI-4025
441736986,,TOI-5657
