tic_id,gaia_source_id,label
142562395,,TOI-3854
142635225,,TOI-3852
142748283,,TOI-2096
142784687,,TOI-2575
142785421,,TOI-5568
147994863,,TOI-3848
153937417,,TOI-4447
355953198,,TOI-3834
356682805,,TOI-5274
