sector,camera,ccd,target_ra,target_dec,target_name,enabled
50,4,4,270.40127,75.28857,2020jtg,true
51,4,4,270.40127,75.28857,2020jtg,true
52,3,4,270.40127,75.28857,2020jtg,true
53,3,3,270.40127,75.28857,2020jtg,true
54,4,3,270.40127,75.28857,2020jtg,true
55,4,3,270.40127,75.28857,2020jtg,true
